NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Adult,Older Adult,Child,,,
NCT07569679,Alternating HAIC and Systemic Chemotherapy With or Without Adebrelimab and Apatinib for Unresectable Biliary Tract Cancer,https://clinicaltrials.gov/study/NCT07569679,RECRUITING,Biliary Tract Cancer,PROCEDURE: HAIC|DRUG: Gemcitabine plus Cisplatin|DRUG: Adebrelimab|DRUG: Apatinib,"Air Force Military Medical University, China",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,124,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT05169970,A Study of Stereotactic Body Radiation Therapy (SBRT) Without Androgen Deprivation Therapy (ADT) in People With Unfavorable Intermediate-Risk Prostate Cancer,https://clinicaltrials.gov/study/NCT05169970,ACTIVE_NOT_RECRUITING,Prostate Cancer,RADIATION: Stereotactic Body Radiation Therapy (SBRT)|RADIATION: Stereotactic Body Radiation Therapy (SBRT),Memorial Sloan Kettering Cancer Center,None listed,MALE,"ADULT, OLDER_ADULT",PHASE2,222,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07264569,"Evaluate the Safety, Tolerability, Biodistribution Characteristics and Preliminary Efficacy of BioTTT001",https://clinicaltrials.gov/study/NCT07264569,RECRUITING,Meningeal Metastasis,BIOLOGICAL: BioTTT001 injection,Henan Cancer Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,42,OTHER_GOV,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04628494,A Phase 3 Trial of Epcoritamab vs Investigator's Choice Chemotherapy in Relapsed/Refractory (R/R) Diffuse Large B-cell Lymphoma (DLBCL),https://clinicaltrials.gov/study/NCT04628494,ACTIVE_NOT_RECRUITING,Diffuse Large B-cell Lymphoma,BIOLOGICAL: Epcoritamab|DRUG: Investigator's Choice Chemotherapy,Genmab,AbbVie,ALL,"ADULT, OLDER_ADULT",PHASE3,483,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06744920,"A Study to Investigate the Efficacy, Safety and Tolerability of Remibrutinib Versus Placebo in Adult Patients With Generalized Myasthenia Gravis",https://clinicaltrials.gov/study/NCT06744920,RECRUITING,Generalized Myasthenia Gravis,DRUG: Remibrutinib (Blinded)|OTHER: Placebo|DRUG: Remibrutinib (Open Label),Novartis Pharmaceuticals,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,180,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT07673627,"ADAPT Forward 2 - ISA2 - a Study to Evaluate the Safety, Tolerability and Efficacy of Empasiprubart IV Monotherapy in Participants With AChR-Ab Seropositive Generalized Myasthenia Gravis",https://clinicaltrials.gov/study/NCT07673627,RECRUITING,AChR-Ab Seropositive Generalized Myasthenia Gravis|Myasthenia Gravis (MG)|MG - Myasthenia Gravis|gMG,BIOLOGICAL: Empasiprubart IV|OTHER: Placebo IV|COMBINATION_PRODUCT: Efgartigimod PH20 SC PFS,argenx,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,40,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT06451861,"Randomized Study of ABC-14 Regimen Compared With ""3+7"" Standard Induction Therapy or AB-14 for ND AML",https://clinicaltrials.gov/study/NCT06451861,RECRUITING,Acute Myeloid Leukemia,DRUG: Chidamide|DRUG: Venetoclax|DRUG: azacitidine|DRUG: Anthracyclines or anthraquinones|DRUG: cytarabine,Guangdong Provincial People's Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,240,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05239741,Study of Pembrolizumab (MK-3475) Versus Chemotherapy in Chinese Participants With Stage IV Colorectal Cancer (MK-3475-C66),https://clinicaltrials.gov/study/NCT05239741,ACTIVE_NOT_RECRUITING,Colorectal Neoplasms,BIOLOGICAL: Pembrolizumab|DRUG: Oxaliplatin|DRUG: Leucovorin|DRUG: 5-fluorouracil|DRUG: Irinotecan|BIOLOGICAL: Bevacizumab|BIOLOGICAL: Cetuximab,Merck Sharp & Dohme LLC,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,100,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06498154,Eliminating Breast Surgery for Breast Cancer Patients With Clinical Complete Response to Neoadjuvant Systemic Therapy,https://clinicaltrials.gov/study/NCT06498154,RECRUITING,Breast Cancer,RADIATION: Neoadjuvant Chemotherapy combined with Neoadjuvant Radiotherapy,Tianjin Medical University Cancer Institute and Hospital,The First Affiliated Hospital of Zhengzhou University|The First Affiliated Hospital of Hainan Medical University|Shandong Cancer Hospital and Institute|First Affiliated Hospital of Kunming Medical University|Chongqing University Cancer Hospital|Tangshan People's Hospital|Taizhou Hospital,FEMALE,"ADULT, OLDER_ADULT",PHASE2,200,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07680205,An Experimental Study of Belzutifan Impact on Catecholamine Metabolism,https://clinicaltrials.gov/study/NCT07680205,RECRUITING,"Pheochromocytoma and Paraganglioma (PPGL)|Pheochromocytoma Malignant|Pheochromocytoma, Metastatic|Pheochromocytoma/Paraganglioma|Pheochromocytoma",DRUG: Belzutifan,Cambridge University Hospitals NHS Foundation Trust,University of Cambridge,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,12,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT02259556,CD30-directed Chimeric Antigen Receptor T (CART30) Therapy in Relapsed and Refractory CD30 Positive Lymphomas,https://clinicaltrials.gov/study/NCT02259556,RECRUITING,Hodgkin's Lymphoma|Non-Hodgkin's Lymphoma,BIOLOGICAL: CART30,Chinese PLA General Hospital,None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT07559760,New Second-Line Combo Therapy for MSS Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07559760,RECRUITING,Metastatic Colorectal Cancer,DRUG: Levofolinic Acid + 5-FU continuous infusion + irinotecan HCl liposome ± cetuximab/bevacizumab,The First Hospital of Jilin University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06250959,RDC-Blinatumomab Versus hyperCVAD for Ph-negative B-ALL.,https://clinicaltrials.gov/study/NCT06250959,RECRUITING,"ALL, Adult|Philadelphia-Negative ALL",DRUG: Blinatumomab Injection [Blincyto]|DRUG: Doxorubicin,Chen Suning,None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,124,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT06367088,Cadonilimab Combined With Chemotherapy as First or Second Line Treatment in Recurrent or Metastatic Triple Negative Breast Cancer,https://clinicaltrials.gov/study/NCT06367088,RECRUITING,Triple-negative Breast Cancer|Cadonilimab,DRUG: Cadonilimab,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,27,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07040969,Spirulina-Derived Product Alleviates Oral Mucositis in Patients Undergoing Radiotherapy for Malignant Head and Neck Tumors,https://clinicaltrials.gov/study/NCT07040969,ACTIVE_NOT_RECRUITING,Radiation-induced Oral Mucositis,DRUG: Spray of spirulina derivatives|DRUG: Spray of placebo|RADIATION: Radiotherapy,West China Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,70,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: PREVENTION",1,1,0,,,
NCT03040973,Study to Allow Patients Previously Participating in a Novartis Sponsored Trial to Continue Receiving Capmatinib Treatment as Single Agent or in Combination With Other Treatments or the Combination Treatment Alone,https://clinicaltrials.gov/study/NCT03040973,ACTIVE_NOT_RECRUITING,Advanced Solid Tumors Which Are cMET-dependent,DRUG: Capmatinib|DRUG: Nazartinib|DRUG: Gefitinib|DRUG: Osimertinib,Novartis Pharmaceuticals,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,29,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT01220583,Radiation Therapy With or Without Chemotherapy in Treating Patients With High-Risk Malignant Salivary Gland Tumors That Have Been Removed By Surgery,https://clinicaltrials.gov/study/NCT01220583,ACTIVE_NOT_RECRUITING,Head and Neck Cancer,DRUG: cisplatin|RADIATION: 3-dimensional conformal radiation therapy|RADIATION: intensity-modulated radiation therapy,Radiation Therapy Oncology Group,National Cancer Institute (NCI)|NRG Oncology,ALL,"ADULT, OLDER_ADULT",PHASE2,252,NETWORK,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07449754,Belvarafenib in Combination With Cobimetinib in Patients With Locally Advanced or Metastatic NRAS-Mutant Melanoma,https://clinicaltrials.gov/study/NCT07449754,RECRUITING,Advanced or Metastatic Melanoma,DRUG: Belvarafenib|COMBINATION_PRODUCT: Cobimetinib,Hanmi Pharmaceutical Company Limited,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07679360,A Study of Trastuzumab Rezetecan in Combination With Adebrelimab Versus Investigator's Choice of Therapy in Subjects With Residual Triple Negative Breast Cancer,https://clinicaltrials.gov/study/NCT07679360,NOT_YET_RECRUITING,Triple Negative Breast Cancer,DRUG: Trastuzumab Rezetecan for Injection|DRUG: Adebrelimab Injection|DRUG: Capecitabine tablets|DRUG: Pembrolizumab injection,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1000,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07148180,"A Multi-Site Break Through Cancer Trial: Targeting Measurable Residual Disease in Patients With Acute Myeloid Leukemia: A Phase 1/2 Study of Tagraxofusp, Azacitidine, and Venetoclax",https://clinicaltrials.gov/study/NCT07148180,RECRUITING,Acute Myeloid Leukaemia (AML)|Leukemia|Blood Cancer|Blood Cancers,DRUG: Tagraxofusp|DRUG: Azacitidine (AZA)|DRUG: Venetoclax,"Jacqueline Garcia, MD","Stemline Therapeutics, Inc.|Break Through Cancer Foundation",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,31,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06835179,"SBRT Combined With CAPEOX, Bevacizumab, and PD-1 Inhibitor for the Treatment of RAS-Mutant, MSS-Type, Unresectable Metastatic Colorectal Cancer.",https://clinicaltrials.gov/study/NCT06835179,NOT_YET_RECRUITING,Unresectable Metastatic Colorectal Cancer|Microsatellite Stable (MSS) Colorectal Cancer (CRC)|RAS-mutant Colorectal Cancer,RADIATION: SBRT|DRUG: PD-1 Inhibitors|DRUG: CapeOX + bevacizumab,The First Affiliated Hospital with Nanjing Medical University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,28,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07740486,A Study Comparing Treatment With Teclistamab and Talquetamab Versus Daratumumab and Lenalidomide in Patients With Multiple Myeloma After Stem Cell Transplant Who Still Have Detectable Disease,https://clinicaltrials.gov/study/NCT07740486,NOT_YET_RECRUITING,Multiple Myeloma (MM),DRUG: Teclistamab|DRUG: Talquetamab|DRUG: Daratumumab (Subcutaneously)|DRUG: Lenalidomide,Polish Myeloma Consortium,"Medical Research Agency, Poland|Johnson & Johnson",ALL,"ADULT, OLDER_ADULT",PHASE3,248,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07322783,Osimertinib Combined With Savolitinib in the Treatment of NSCLC With Low Copy Number MET Amplification,https://clinicaltrials.gov/study/NCT07322783,RECRUITING,EGFR Positive Non-small Cell Lung Cancer|MET Amplification,DRUG: • Drug: Savolitinib • Drug: Osimertinib Mesylate Tablets,Qingdao Central Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05751941,Study of Sipuleucel-T With or Without Continuing New Hormonal Agents in Metastatic Prostate Cancer,https://clinicaltrials.gov/study/NCT05751941,ACTIVE_NOT_RECRUITING,Prostate Cancer|Metastatic Prostate Cancer,DRUG: Abiraterone|DRUG: Enzalutamide|DRUG: Apalutamide|DRUG: Sipuleucel-T,H. Lee Moffitt Cancer Center and Research Institute,Dendreon,MALE,"ADULT, OLDER_ADULT",PHASE2,26,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07471841,Olutasidenib in Relapsed IDH1 Mutated AML Patients Who Have Previously Received Venetoclax,https://clinicaltrials.gov/study/NCT07471841,RECRUITING,IDH1 Mutation|Relapsed / Refractory AML,DRUG: Olutasidenib|DRUG: Azacitidine (AZA),Timothy Pardee,Atrium Health Wake Forest Baptist|Rigel Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07169994,A Study of YL202 in Combination With Other Anti-tumor Therapies in Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT07169994,RECRUITING,Advanced Solid Tumors|Breast Cancer|Non Small Cell Lung Cancer,DRUG: YL202 for injection; Toripalimab injection|DRUG: YL202 for injection; Furmonertinib Mesilate Tablets,"MediLink Therapeutics (Suzhou) Co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,414,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06819566,Prophylactic Endoscopic Variceal Ligation in Patients With High-risk Esophageal Varices Receiving Atezo/Bev for HCC,https://clinicaltrials.gov/study/NCT06819566,RECRUITING,Hepatocellular Carcinoma|Esophageal Varix|Bleeding Esophageal Varices,PROCEDURE: Endoscopic variceal ligation (EVL),Asan Medical Center,"Seoul National University Hospital|Hanyang University|Samsung Medical Center|National Cancer Center, Korea|Seoul National University Bundang Hospital",ALL,"ADULT, OLDER_ADULT",PHASE2,44,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04795661,Immunotherapy in MSI/dMMR Tumors in Perioperative Setting.,https://clinicaltrials.gov/study/NCT04795661,ACTIVE_NOT_RECRUITING,Localized Resectable Tumor|MSI/dMMR,DRUG: Pembrolizumab,Centre Leon Berard,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,240,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03919461,Colorectal Metastasis Prevention International Trial 2,https://clinicaltrials.gov/study/NCT03919461,RECRUITING,Colorectal Neoplasms,DRUG: Propranolol and etodolac|OTHER: Placebo,Assaf-Harofeh Medical Center,"Sheba Medical Center|Rabin Medical Center|Tel-Aviv Sourasky Medical Center|Rambam Health Care Campus|HaEmek Medical Center, Israel",ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: PREVENTION",1,1,0,,,
NCT07066280,Modulating the Skin Microbiome to Prevent Radiation Dermatitis in Breast Cancer,https://clinicaltrials.gov/study/NCT07066280,RECRUITING,Skin Microbiome|Breast Cancer|Radiation Dermatitis,DRUG: Skin Repairing Cream|OTHER: Cetaphil® Moisturizing Cream as Inactive Control,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE3,326,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: PREVENTION,1,1,0,,,
NCT05498896,Investigate the Contribution of Ipatasertib to Neoadjuvant Chemotherapy Plus Atezolizumab in TNBC,https://clinicaltrials.gov/study/NCT05498896,ACTIVE_NOT_RECRUITING,Triple Negative Breast Cancer,DRUG: Atezolizumab|DRUG: Ipatasertib|DRUG: Paclitaxel|DRUG: Doxorubicin|DRUG: Cyclophosphamide,Queen Mary University of London,Westdeutsche Studiengruppe GmbH (WSG)|MedSIR|Hoffmann-La Roche,FEMALE,"ADULT, OLDER_ADULT",PHASE2,146,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07393542,A Trial of SHR-A2102 With Adebrelimab in Locally Advanced or Metastatic Urothelial Carcinoma,https://clinicaltrials.gov/study/NCT07393542,RECRUITING,Locally Advanced or Metastatic Urothelial Carcinoma,DRUG: SHR-A2102 and Adebrelimab|DRUG: Gemcitabine and cisplatin / carboplatin,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,453,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05584670,"A First-in-human, Dose Escalation and Dose Expansion Study of SAR445877 in Adult Participants With Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT05584670,RECRUITING,Solid Tumor,DRUG: SAR445877|DRUG: Cetuximab|DRUG: ADG126|DRUG: Bevacizumab|DRUG: Nivolumab|DRUG: Ipilimumab,Sanofi,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,542,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07392541,"Adebrelimab Combined With Gemcitabine, Cisplatin, and Simvastatin for Advanced Biliary Tract Cancer",https://clinicaltrials.gov/study/NCT07392541,RECRUITING,Advanced Biliary Tract Carcinoma,DRUG: Adebrelimab|DRUG: Gemcitabine + Cisplatin|DRUG: Simvastatin 20mg,Tongji Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,29,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04249154,Postop Hypofractionated Radiation Therapy and LHRH in Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT04249154,RECRUITING,Prostate Cancer,DRUG: Eligard,McGill University Health Centre/Research Institute of the McGill University Health Centre,Tolmar Inc.,MALE,"ADULT, OLDER_ADULT",PHASE2,77,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05879822,A Study to Evaluate INCB099280 in Participants With Select Solid Tumors Who Are Immune Checkpoint Inhibitor Naive,https://clinicaltrials.gov/study/NCT05879822,ACTIVE_NOT_RECRUITING,Advanced Solid Tumor,DRUG: INCB099280,Incyte Corporation,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,73,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03967223,Master Protocol to Assess the Safety and Antitumor Activity of Genetically Engineered T Cells in NY-ESO-1 and/or LAGE-1a Positive Solid Tumors,https://clinicaltrials.gov/study/NCT03967223,ACTIVE_NOT_RECRUITING,Neoplasms,"DRUG: Letetresgene autoleucel (lete-cel, GSK3377794)|DRUG: Fludarabine|DRUG: Cyclophosphamide","USWM CT, LLC",None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,103,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT02847559,Optune Delivered Electric Field Therapy and Bevacizumab in Treating Patients With Recurrent or Progressive Grade 2 or 3 Meningioma,https://clinicaltrials.gov/study/NCT02847559,RECRUITING,Anaplastic (Malignant) Meningioma|Atypical Meningioma|Grade II Meningioma|Grade III Meningioma|Recurrent Meningioma|Supratentorial Meningioma,BIOLOGICAL: Bevacizumab|PROCEDURE: Electric Field Therapy|DEVICE: NovoTTF-200A Device|PROCEDURE: Quality-of-Life Assessment,Northwestern University,NovoCure Ltd.|National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,27,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07605962,Phase 1/2 Study of UI-102 in Selected Advanced Cancers,https://clinicaltrials.gov/study/NCT07605962,RECRUITING,Advanced Cancer,DRUG: UI-102,"United Immunity, co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,140,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05266846,Pembrolizumab Plus Bevacizumab and Chemotherapy for ALK-rearranged NSCLC With Persistent 5'ALK,https://clinicaltrials.gov/study/NCT05266846,RECRUITING,ALK Gene Mutation|Lung Adenocarcinoma|Immunotherapy,DRUG: Pembrolizumab injection,Hunan Province Tumor Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,78,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06158386,Chidamide Combined With Linperlisibon for the Treatment of Refractory/Relapsed Follicular Lymphoma,https://clinicaltrials.gov/study/NCT06158386,RECRUITING,Follicular Lymphoma|Refractory B-Cell Lymphoma|Relapsed Non-Hodgkin Lymphoma,DRUG: Chidamide combined with Linperlisib,The First Affiliated Hospital of Xiamen University,Fujian Provincial Hospital|Fujian Cancer Hospital|Zhangzhou Affiliated Hospital of Fujian Medical University|Jieyang People's Hospital|Dongguan People's Hospital|Huizhou Municipal Central Hospital|The First Affiliated Hospital with Nanjing Medical University|Sun Yat-sen University|Shanxi Province Cancer Hospital,FEMALE,"ADULT, OLDER_ADULT",PHASE2,33,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07355283,IMM0306 in Combination With Lenalidomide vs Placebo in Combination With Lenalidomide in Patients With Relapsed/Refractory Follicular Lymphoma,https://clinicaltrials.gov/study/NCT07355283,NOT_YET_RECRUITING,Relapsed/Refractory Follicular Lymphoma,DRUG: IMM0306 2.0 mg/kg|DRUG: Placebo|DRUG: Lenalidomide 20 mg,ImmuneOnco Biopharmaceuticals (Shanghai) Inc.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,198,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT06939283,A Phase 1b/2 Multisite Dose-finding and Expansion Study of WTX-330 in Adult Patients With Selected Advanced or Metastatic Solid Tumors or Lymphoma,https://clinicaltrials.gov/study/NCT06939283,ACTIVE_NOT_RECRUITING,Advanced or Metastatic Solid Tumors|Non-Hodgkin Lymphoma,DRUG: WTX-330,"Werewolf Therapeutics, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07422805,Circulating Tumor DNA in Melanoma Patients,https://clinicaltrials.gov/study/NCT07422805,ACTIVE_NOT_RECRUITING,Melanoma|Skin Cancer,OTHER: Blood Sampling for ctDNA Analysis,Institute of Oncology Ljubljana,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,176,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: DIAGNOSTIC,1,1,0,,,
NCT04214990,Aspirin Use for Gastric Cancer Prevention in the Early Gastric Cancer Patients,https://clinicaltrials.gov/study/NCT04214990,RECRUITING,Aspirin|Gastric Cancer,DRUG: Aspirin 100mg|DRUG: Placebo oral tablet,"National Cancer Center, Korea",Incheon St.Mary's Hospital/The Catholic University|Kosin University Gospel Hospital|Pusan National University Hospital|SMG-SNU Boramae Medical Center|Chonnam National University Hospital|Chung-Ang University Hospital|Chilgok Kyungpook National University|Hallym University Medical Center|Asan Medical Center|Seoul National University Bundang Hospital|Severance Hospital|Samsung Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE3,1700,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: PREVENTION",1,1,0,,,
